Richard Henry Lee,William Lee, May 10 1775
Caesar Rodney,Thomas Rodney, May 11 1775
Silas Deane,Mrs. Deane, May 12 1775
Samuel Ward, Diary, May 15 1775
New York Delegates,the New York Committee of Safety, May 16 1775
New York Delegates,the Committee for the City and County of Albany, May 18 1775
George Read,Mrs. Read, May 18 1775
Eliphalet Dyer,Joseph Trumbull, May 18 1775
Silas Deane,Jonathan Trumbull sr., May 19 1775
Silas Deane,Mrs. Deane, May 21 1775
John Adams,James Warren, May 21 1775
James Wilson,John Montgomery, May 22 1775
New Hampshire Delegates,the New Hampshire Provincial Committee, May 22 1775
William Hooper,Samuel Johnston, May 23 1775
Joseph Hewes,Samuel Johnston, May 23 1775
George Read,Mrs. Read, May 23 1775
Samuel Ward, Diary, May 24 1775
James Duane, Notes on the State of the Colonies, May 25 1775
New Hampshire Delegates,a Committee of Congress, May 27 1775
John Adams,Mrs. Adams, May 29 1775
Edmund Pendleton,William Woodford, May 30 1775
New York Delegates,the Provincial Congress, May 30 1775
George Ross,the Lancaster Committee of Correspondence, May 30 1775
Connecticut Delegates,William Williams, May 31 1775
Benjamin Franklin, Proposed Resolutions, May 105 1775
Silas Deane,Mrs. Deane, June 2 1775
John Adams,Mrs. Adams, June 2 1775
Samuel Ward, Diary, June 3 1775
Eliphalet Dyer,Joseph Trumbull, June 3 1775
New York Delegates,the Provincial Congress, June 3 1775
Silas Deane,Mrs. Deane, June 3 1775
Joseph Hewes,Samuel Johnston, June 5 1775
Silas Deane,Mrs. Deane, June 6 1775
John Adams,James Warren, June 7 1775
John Morton,Thomas Powell, June 8 1775
Eliphalet Dyer,Joseph Trumbull, June 8 1775
John Hancock,the Massachusetts Provincial Congress, June 10 1775
John Adams,Mrs. Adams, June 10 1775
John Adams,Moses Gill, June 10 1775
Thomas Cushing,Joseph Hawley, June 10 1775
Thomas Cushing,Elbridge Gerry, June 10 1775
John Hancock,the New York Provincial Congress, June 10 1775
John Hancock,Jonathan Trumbull sr., June 10 1775
John Hancock,the Massachusetts Provincial Congress, June 10 1775
Samuel Adams,James Warren, June 10 1775
New York Delegates,the Provincial Congress, June 10 1775
George Clinton,John McKesson, June 10 1775
Connecticut Delegates,Jonathan Trumbull sr.,June n 123 1775
Samuel Ward, Diary, June 12 1775
One of the Virginia Delegates, June 13 1775
