Massachusetts Delegates,the Massachusetts Assembly,Jan. 1 1776
Eliphalet Dyer,Joseph Trumbull,Jan. 1 1776
Richard Smith,Diary,Jan. 1 1776
Richard Smith,Diary,Jan. 2 1776
Richard Smith,Diary,Jan. 3 1776
Richard Smith,Diary,Jan. 4 1776
Joseph Hewes,Samuel Johnston,Jan. 4 1776
Richard Smith,Samuel Tucker,Jan. 4 1776
Richard Smith,Diary,Jan. 5 1776
New York Delegates,the New York Committee of Safety,Jan. 5 1776
John Hancock,George Washington,Jan. 6 1776
Richard Smith,Diary,Jan. 6 1776
Joseph Hewes,Samuel Johnston,Jan. 6 1776
Samuel Ward,Nicholas Cooke,Jan. 7 1776
Samuel Adams,James Warren,Jan. 7 1776
Richard Smith,Diary,Jan. 8 1776
Josiah Bartlett,John Langdon,Jan. 8 1776
Richard Smith,Diary,Jan. 9 1776
Josiah Bartlett,the New Hampshire Convention or Committee of Safety,Jan. 9 1776
Samuel Adams,James Warren,Jan. 10 1776
John Hancock,Philip Schuyler,Jan. 10 1776
Richard Smith,Diary,Jan. 10 1776
Richard Smith,Diary,Jan. 11 1776
New York Delegates,the New York Committee of Safety,Jan. 11 1776
John Hancock,the New York Convention,Jan. 12 1776
Richard Smith,Diary,Jan. 12 1776
Silas Deane,Mrs. Deane,Jan. 13 1776
Richard Smith,Diary,Jan. 13 1776
Richard Smith,Diary,Jan. 15 1776
Samuel Adams,John Adams,Jan. 15 1776
Eliphalet Dyer,Joseph Trumbull,Jan. 15 1776
Richard Smith,Diary,Jan. 16 1776
Thomas Lynch,George Washington,Jan. 16 1776
John Hancock,George Washington,Jan. 16 1776
Oliver Wolcott,Mrs. Wolcott,Jan. 17 1776
Richard Smith,Diary,Jan. 17 1776
Andrew Allen,the Chairman of the Pennsylvania Committee of Safety,Jan. 18 1776
Richard Smith,Diary,Jan. 18 1776
Richard Smith,Diary,Jan. 19 1776
Thomas McKean,George Read,Jan. 19 1776
Roger Sherman,Zebulon Butler,Jan. 19 1776
Josiah Bartlett,the New Hampshire Committee of Safety,Jan. 20 1776
John Hancock,Philip Schuyler,Jan. 20 1776
Thomas Lynch,Philip Schuyler,Jan. 20 1776
Richard Smith,Diary,Jan. 20 1776
John Hancock,George Washington,Jan. 20 1776
John Hancock,the New Hampshire Convention,Jan. 20 1776
Silas Deane,Mrs. Deane,Jan. 21 1776
Oliver Wolcott,Philip Schuyler,Jan. 22 1776
Richard Smith,Diary,Jan. 24 1776
Richard Smith,Diary,Jan. 25 1776
John Hancock,William Maxwell,Jan. 25 1776
Committee of Congress,Report on Memorial for General Montgomery,Jan. 25 1776
Richard Smith,Diary,Jan. 26 1776
William Livingston,Samuel Tucker,Jan. 27 1776
New York Delegates,the New York Committee of Safety,Jan. 27 1776
Richard Smith,Diary,Jan. 27 1776
John Hancock,George Washington,Jan. 29 1776
Richard Smith,Diary,Jan. 29 1776
John Hancock,the Massachusetts Assembly,Jan. 29 1776
Joseph Hewes,Samuel Purviance,Jan. 29 1776
Robert Alexander,the Maryland Council of Safety,Jan. 30 1776
Richard Smith,Diary,Jan. 30 .335 1776
Thomas McKean,Philip Schuyler,Jan. 30 1776
Richard Smith,Diary,Jan. 31 1776
Richard Smith,Diary,Feb. 1 1776
Richard Smith,Diary,Feb. 2 1776
Maryland Delegates,the Maryland Council of Safety,Feb. 2 1776
Oliver Wolcott,Samuel Lyman,Feb. 3 1776
Thomas Nelson jr.,Thomas Jefferson,Feb. 4 1776
Richard Smith,Diary,Feb. 5 1776
Richard Smith,Diary,Feb. 6 1776
Richard Smith,Diary,Feb. 7 1776
Richard Smith. Diary,Feb. 8 1776
Richard Smith,Diary,Feb. 9 1776
Abraham Clark,Elias Dayton,Feb. 9 1776
Oliver Wolcott,Ezekiel Williams,Feb. 10 1776
New York Delegates,the New York Committee of Safety,Feb. 11 1776
Joseph Hewes,Samuel Johnston,Feb. 11 1776
John Hancock,George Washington,Feb. 12 1776
Francis Lightfoot Lee,Landon Carter,Feb. 12 1776
Richard Smith,Diary,Feb. 12 1776
Benjamin Harrison,Thomas Jefferson,Feb. 13 1776
